경기장명,대중교통시설구분명,직선거리값,도보거리값,도보이동시간,정류장지하철역명
강릉종합운동장,버스,561.30697,670,582,예인수석원
강릉종합운동장,버스,759.35019,838,727,강릉MBC
강릉종합운동장,버스,633.08622,873,747,미라보A
춘천의암야구장,버스,437.73338,774,811,강원체고앞
춘천의암야구장,버스,613.37488,1321,1352,송암스포츠타운입구
춘천의암야구장,버스,172.93889,240,216,송암스포츠타운
춘천의암야구장,버스,802.70319,1524,1539,마삼래
춘천의암야구장,버스,200.01834,270,302,송암스포츠타운
춘천의암야구장,버스,141.50715,575,550,송암동
춘천의암야구장,버스,258.36572,709,742,송암동
춘천의암야구장,버스,780.36716,1942,1929,대원사
춘천의암야구장,버스,686.03297,1348,1416,송암스포츠타운입구
춘천의암야구장,버스,777.59376,1932,1897,대원사
춘천의암야구장,버스,135.02441,425,425,강원체육회관
춘천의암야구장,버스,432.58045,720,687,강원체고앞
서울월드컵경기장,버스,548.39237,666,640,마포구청.마포구청역
서울월드컵경기장,버스,603.34655,554,516,월드컵경기장역
서울월드컵경기장,버스,984.45179,1166,1207,성산시영아파트
서울월드컵경기장,버스,616.97573,572,533,월드컵경기장역
서울월드컵경기장,지하철,754.94519,996,1070,디지털미디어시티(3)
서울월드컵경기장,지하철,882.78564,1385,1461,디지털미디어시티(6)
서울월드컵경기장,지하철,704.50563,1164,1216,디지털미디어시티(7)
서울월드컵경기장,지하철,657.96704,1231,1346,디지털미디어시티(8)
서울월드컵경기장,지하철,643.83753,1289,1321,디지털미디어시티(9)
서울월드컵경기장,지하철,478.56268,538,531,월드컵경기장(1)
서울월드컵경기장,지하철,471.26129,478,488,월드컵경기장(2)
서울월드컵경기장,지하철,483.91933,482,482,월드컵경기장(3)
서울월드컵경기장,지하철,898.29995,1003,965,마포구청(1)
서울월드컵경기장,지하철,951.73485,1072,1032,마포구청(2)
서울월드컵경기장,버스,725.85178,817,733,마포구청.마포구청역
서울월드컵경기장,지하철,872.55513,1001,946,마포구청(8)
서울월드컵경기장,지하철,722.34952,928,980,디지털미디어시티(2)
서울월드컵경기장,지하철,754.94519,996,1070,디지털미디어시티(3)
서울월드컵경기장,지하철,882.78564,1385,1461,디지털미디어시티(6)
서울월드컵경기장,지하철,704.50563,1164,1216,디지털미디어시티(7)
서울월드컵경기장,지하철,657.96704,1231,1346,디지털미디어시티(8)
서울월드컵경기장,지하철,643.83753,1289,1321,디지털미디어시티(9)
서울월드컵경기장,버스,634.70778,1232,1254,월드컵파크2단지.에스플렉스센터
서울월드컵경기장,버스,699.84162,1469,1641,상암DMC홍보관.YTN
서울월드컵경기장,버스,706.86988,1516,1614,상암DMC홍보관.YTN
서울월드컵경기장,버스,734.71647,1685,1686,SBS.YTN
서울월드컵경기장,버스,999.66635,2097,2007,복지마트
서울월드컵경기장,버스,993.66329,2099,2008,복지마트
서울월드컵경기장,버스,691.15574,1721,1683,진선주택
서울월드컵경기장,버스,512.29176,760,839,월드컵경기장역
서울월드컵경기장,버스,636.19561,1387,1387,KBS미디어센터
서울월드컵경기장,버스,666.5858,1249,1267,월드컵파크2단지
서울월드컵경기장,버스,330.89079,543,529,마포농수산물시장.월드컵경기장
서울월드컵경기장,버스,765.40498,919,921,월드컵파크3단지
서울월드컵경기장,버스,993.99452,1135,1132,난지천공원
서울월드컵경기장,버스,784.94087,1010,1082,디지털미디어시티역
서울월드컵경기장,버스,963.24882,1148,1197,청구아파트.참누리아파트
서울월드컵경기장,버스,982.82328,1151,1200,청구아파트.참누리아파트
서울월드컵경기장,버스,787.38136,1543,1519,월드컵파크4단지후문.JTBC
서울월드컵경기장,버스,267.2505,321,405,월드컵공원입구.문화비축기지입구
서울월드컵경기장,버스,764.25246,866,929,디지털미디어시티역
서울월드컵경기장,버스,493.28804,700,787,월드컵경기장북측
서울월드컵경기장,버스,925.36306,1779,1911,누리꿈스퀘어.MBC
서울월드컵경기장,버스,993.80906,1322,1306,월드컵경기장입구
서울월드컵경기장,버스,982.02206,1278,1232,월드컵경기장입구
서울월드컵경기장,버스,520.42864,743,822,상암동입구
서울월드컵경기장,버스,596.99242,682,769,상암동입구
서울월드컵경기장,버스,995.82822,2433,2311,망원유수지.마포구민체육센터
서울월드컵경기장,버스,993.79618,2439,2315,태양빌딩
서울월드컵경기장,버스,988.67039,2432,2311,망원유수지.마포구민체육센터
서울월드컵경기장,지하철,722.34952,928,980,디지털미디어시티(2)
서울월드컵경기장,버스,552.44746,639,635,월드컵파크3단지후문
서울월드컵경기장,버스,574.63349,652,675,월드컵경기장북측
서울월드컵경기장,버스,809.51472,1631,1846,월드컵파크4단지후문.JTBC
서울월드컵경기장,버스,690.91259,918,970,디지털미디어시티역2번출구
서울월드컵경기장,버스,506.42027,769,847,월드컵경기장북측
서울월드컵경기장,버스,533.4262,1233,1357,상암초등학교
서울월드컵경기장,버스,950.12019,1101,1047,난지천공원
서울월드컵경기장,버스,968.57016,2362,2245,한강공원입구
서울월드컵경기장,버스,745.10088,1838,1845,성산대교북단
서울월드컵경기장,버스,785.62666,2364,2267,성산대교
서울월드컵경기장,버스,742.60313,2221,2125,성산대교
서울월드컵경기장,버스,546.42622,1300,1356,상암초등학교
서울월드컵경기장,버스,44.60297,371,397,월드컵경기장서측.문화비축기지
서울월드컵경기장,버스,70.35366,72,65,월드컵경기장서측.문화비축기지
서울월드컵경기장,버스,434.21036,1012,1097,상암휴먼시아아파트
서울월드컵경기장,버스,285.93411,522,517,마포농수산물시장.월드컵공원
서울월드컵경기장,버스,448.2587,996,1076,상암휴먼시아아파트
서울월드컵경기장,버스,211.33871,373,321,월드컵경기장남측.월드컵공원
서울월드컵경기장,버스,910.25304,2341,2227,망원유수지.마포구민체육센터
서울월드컵경기장,버스,750.53039,1812,1758,동양마트
서울월드컵경기장,버스,754.52731,1802,1750,동양마트
서울월드컵경기장,버스,812.45026,1879,1818,대상아파트
서울월드컵경기장,버스,817.00006,1880,1821,대상아파트
서울월드컵경기장,버스,909.99033,1984,1906,홍익유치원
서울월드컵경기장,버스,916.36223,1975,1897,홍익유치원
서울월드컵경기장,버스,762.61277,911,904,성산아파트
서울월드컵경기장,버스,773.62917,924,979,성산아파트
서울월드컵경기장,버스,829.58189,951,900,마포구청
서울월드컵경기장,버스,980.09746,1335,1319,마포구청역
서울월드컵경기장,버스,970.45248,1289,1244,마포구청역
서울월드컵경기장,버스,867.56945,963,927,마포구청.성산자동차검사소
서울월드컵경기장,버스,973.4548,1159,1137,성산119안전센터
서울월드컵경기장,버스,669.65329,1238,1258,월드컵파크2단지.에스플렉스센터
서울월드컵경기장,버스,724.90754,994,959,월드컵파크3단지정문
서울월드컵경기장,지하철,722.34952,928,980,디지털미디어시티(2)
서울월드컵경기장,지하철,754.94519,996,1070,디지털미디어시티(3)
서울월드컵경기장,지하철,882.78564,1385,1461,디지털미디어시티(6)
서울월드컵경기장,지하철,704.50563,1164,1216,디지털미디어시티(7)
서울월드컵경기장,지하철,657.96704,1231,1346,디지털미디어시티(8)
서울월드컵경기장,버스,241.88299,292,323,월드컵공원입구.문화비축기지입구
서울월드컵경기장,버스,822.95744,979,935,월드컵파크3단지.난지천공원
서울월드컵경기장,버스,737.01126,885,892,월드컵파크3단지.난지천공원
서울월드컵경기장,버스,732.55877,1594,1598,SBS.YTN
서울월드컵경기장,지하철,643.83753,1289,1321,디지털미디어시티(9)
서울월드컵경기장,버스,760.65673,1941,1986,성산대교북단
서울월드컵경기장,버스,773.40473,2326,2235,성산대교북단
서울월드컵경기장,버스,738.52271,2016,2073,성산대교북단
서울월드컵경기장,버스,696.44419,1747,1704,진선주택
서울월드컵경기장,버스,675.3129,1162,1141,성산대교북단
서울월드컵경기장,버스,657.78736,1534,1570,상암동주민센터앞
서울월드컵경기장,버스,770.64281,1700,1780,YTN뉴스퀘어.CJE&M
서울월드컵경기장,버스,796.40997,1710,1849,MBC
서울월드컵경기장,버스,995.35352,1595,1521,월드컵파크4단지
서울월드컵경기장,버스,974.51858,2074,2035,MBC
서울월드컵경기장,버스,964.09765,2053,2158,MBC
서울월드컵경기장,버스,604.95642,566,527,월드컵경기장역
서울월드컵경기장,버스,568.31324,682,602,마포구청.농수산물시장
서울월드컵경기장,버스,832.91847,1636,1851,월드컵파크4단지
서울월드컵경기장,버스,702.46213,1167,1219,공항철도디지털미디어시티역
서울월드컵경기장,버스,772.40645,950,1004,디지털미디어시티역
서울월드컵경기장,버스,661.39725,1222,1330,공항철도디지털미디어시티역
